6399	4	6681
2377	139	4007
6931	94	12200
468	79	10667
696	89	2643
1760	119	13417
11690	76	3739
1592	104	3221
4994	112	12577
12658	94	14289
13780	192	12449
3052	54	5258
8116	90	12153
4002	18	8269
2547	4	4484
3200	140	10861
12263	190	3494
6336	213	11720
3066	200	5590
3476	5	3997
8645	205	7564
1829	17	14926
1810	44	2890
14713	149	12677
1816	94	14500
5362	190	4688
14407	190	5330
13001	234	6372
9426	54	673
156	4	14613
7661	94	8135
11980	81	11380
5670	73	13831
628	75	7584
7940	231	13543
7476	54	3729
5709	80	7910
6768	218	14933
14341	54	5992
46	54	10959
6906	184	3554
10256	89	4289
4164	56	13380
9589	198	7969
4232	163	6781
9941	131	1026
8230	139	12001
10821	211	5363
10151	28	6158
12864	226	12864
11553	139	450
14132	89	203
255	131	1377
5713	94	4773
5157	51	3063
7730	127	1754
8395	94	11741
1894	139	13282
2427	40	7452
5418	32	3430
4023	190	5590
6540	139	2758
10905	89	5177
2215	94	12876
8708	200	6856
2980	71	14764
11129	94	14260
211	133	6360
5709	80	6456
8897	143	5590
7452	89	265
4502	9	14398
14198	94	13207
8406	54	13929
11518	61	6547
5842	190	12153
10200	127	13924
1257	89	1617
14372	184	11976
12381	31	2793
12954	94	11777
10515	79	7583
3628	73	2982
12063	4	8895
7896	175	14315
4743	4	13857
5072	111	7285
12291	231	496
5488	25	678
347	4	13926
3850	54	14104
12557	89	13052
3287	94	1156
7775	9	12972
14013	170	470
6416	31	3411
2344	234	2674
4745	140	9009
2316	167	1266
10332	31	332
5590	45	8122
3025	226	3025
11489	119	5776
10827	197	14326
424	76	7524
5935	4	5568
6941	143	6856
8883	89	11188
3529	104	733
12832	89	9932
6363	54	13141
2055	71	13088
4078	53	12804
7770	139	12664
9418	140	7779
11194	209	13056
3650	140	9034
9621	34	1809
2190	190	14539
13506	79	13062
4687	18	8269
11465	212	6278
5516	234	12443
8729	167	3301
2643	40	14438
11198	100	13952
288	198	7969
11066	127	14187
3433	35	14274
13598	75	4476
5773	134	12245
12643	190	14933
2882	190	3457
7424	94	1308
10355	89	9817
7281	18	8269
10926	89	3839
5358	62	13258
10824	28	6158
10592	193	7153
5208	143	6856
4807	81	11948
1241	140	7374
4993	58	13678
9118	9	6815
8713	5	2731
3779	182	10873
3675	29	9329
244	190	8645
13558	71	13088
7297	5	11644
8608	223	9447
14772	5	8697
13840	139	14904
7558	231	12892
4915	200	5590
2187	0	7555
14271	71	13088
10817	31	14112
8508	18	8269
6735	8	6184
12770	179	9717
10555	89	7066
8336	89	3466
11456	75	440
2334	54	3694
12395	96	3041
13818	133	6217
1384	208	1438
6540	139	9680
4277	54	7701
20	202	14029
7868	5	7268
6452	192	743
6166	173	6091
14016	172	12565
1470	193	1752
9974	112	3069
9152	209	13056
6323	200	5590
5888	4	5355
11368	209	13974
11333	231	5042
13678	210	9985
13098	202	173
6615	24	14920
8909	163	6781
5825	100	3219
1530	234	12126
5687	28	6158
10965	32	4358
6406	221	7963
4626	213	8219
8647	234	12443
14065	209	13644
14243	54	5867
10255	190	5590
10421	167	5862
5859	77	12336
7910	223	4872
8432	89	8860
11408	210	11111
11526	46	14484
1470	62	4475
14790	158	3739
9874	54	6248
5127	153	5376
2176	143	5590
7671	71	13088
1731	76	330
163	112	8179
3340	80	2312
11419	234	13001
12487	190	14933
8807	40	9673
9163	76	10752
457	149	14826
2156	167	2829
7221	231	7416
6506	190	4535
9648	192	10619
5954	225	4358
11775	133	13041
4358	182	8643
14347	9	12790
3839	40	10355
8454	127	1701
12219	4	14786
7248	18	8269
7550	88	5976
12059	140	9824
12329	172	107
7467	133	14461
5795	206	3325
12537	94	14165
9673	31	3763
10515	5	4608
8919	75	80
4171	222	1881
5110	94	6710
12730	75	6089
447	230	12245
5941	40	4887
616	96	436
6828	139	8877
11640	75	1242
1867	231	7649
2089	94	7475
10710	34	14092
7991	94	8604
7105	94	10066
1361	31	14213
12608	0	6547
4537	37	10979
14579	77	12213
14671	184	13485
12833	0	4746
5867	89	9341
11943	184	9195
13346	36	11478
4688	76	10011
13001	234	5821
11963	200	10980
12444	89	12734
4850	9	294
11157	131	7782
1923	5	10935
13453	5	5987
11717	54	10313
7970	54	8337
817	54	3441
8217	201	6324
1428	96	5923
2061	139	12138
4882	94	227
2903	231	634
5358	234	11903
11066	17	733
7069	42	11876
2022	40	8345
12216	154	11460
4219	79	2784
9714	236	6676
5415	151	8549
2592	47	4207
5933	75	6974
12296	213	9282
692	222	11032
5325	143	5590
9433	175	11062
14681	54	925
6713	234	2004
10255	140	10861
4362	16	12965
1026	75	7495
12951	227	5918
1064	75	11917
14209	170	470
4586	170	470
13288	74	612
7475	5	10915
14287	19	2313
13475	54	4921
8570	99	3527
11894	46	2727
5890	221	7312
11004	118	3868
14419	200	1731
13055	210	5043
8789	9	10320
10915	225	4358
5297	148	12223
5358	62	11626
4490	201	5358
8978	55	5800
3845	79	4407
5846	7	3325
14263	9	12026
9774	75	14540
6136	73	4797
10959	89	13616
8138	94	6390
190	222	1749
7706	31	450
11997	9	6872
12723	195	13613
2592	150	7625
1447	227	11181
14015	209	6798
11641	190	12764
6134	9	4415
887	94	9149
12235	129	4514
2482	182	3451
10934	197	14326
14575	89	5842
13583	139	14057
1535	71	14764
6626	143	5590
9954	139	13868
13502	190	2744
12399	28	3074
6677	40	5069
14211	89	8298
7437	119	10254
13052	190	8645
4102	140	12231
8440	172	8599
5482	196	3005
13054	94	9146
1361	31	5433
3867	190	2696
2797	129	12554
12895	0	4746
12453	34	3847
7733	200	5590
7615	211	7989
13647	9	4
4684	31	8032
8130	225	14578
13849	223	14933
9188	133	9501
13158	9	4188
1025	30	12288
1846	104	733
5258	89	13890
6406	175	8055
11196	104	13130
12230	213	13621
362	54	14638
2394	231	11718
14707	9	4188
10634	54	9233
1600	75	875
8647	193	1694
3673	47	2024
5728	89	10889
9540	4	3567
2229	139	7742
9507	133	14063
14065	89	13112
176	104	733
2344	62	12
13770	140	8785
10438	5	14152
503	198	9841
8511	89	13966
1767	80	2312
8011	214	13831
9152	209	5507
12922	61	4746
4974	0	6547
13694	59	12638
13597	31	14348
13791	120	3024
7603	71	14764
13605	75	11129
1716	69	14214
12504	82	13017
4230	29	7544
2654	106	3325
9511	54	11610
6446	216	6446
8662	40	6976
12658	9	4
8524	190	10980
1264	28	13695
10865	209	4205
14162	135	11259
11033	75	2368
6901	112	4631
11610	89	13689
5239	223	14603
13272	0	6547
4341	81	14728
5867	31	1101
6105	139	1108
6514	54	3694
11606	225	14885
12565	40	5712
7447	133	12110
14065	89	4568
1090	54	11368
7214	210	2692
12506	125	11690
5462	85	6862
9985	129	262
10430	9	3791
13381	234	8222
1079	71	14764
4730	190	4535
5649	175	12352
10947	221	11669
1398	232	6856
7754	143	5590
3858	64	543
459	179	5558
2169	89	3407
13145	130	6981
424	231	2084
7792	206	3325
11419	201	6981
7584	94	12135
11607	198	947
8579	54	11194
2208	190	14625
789	223	10980
13589	213	11563
10452	200	424
7756	54	3617
10982	94	10844
9410	5	1592
9915	9	6083
1331	234	12126
2980	4	1582
5449	167	6197
12723	195	5850
239	184	14330
7466	94	4284
468	79	1527
7782	94	8340
11782	131	1505
14858	154	5764
2466	54	9733
8511	89	13083
905	100	11900
8015	190	13834
988	94	10671
12243	192	13394
281	4	14840
5796	124	3325
14755	170	470
11231	201	10231
818	184	2820
9301	38	6856
6405	229	3533
12301	104	733
8803	175	12881
5748	94	13744
3729	89	13651
1470	234	2120
7160	69	3064
5928	200	8939
7374	172	10940
10144	54	996
2705	28	12313
14123	211	6840
6055	31	8533
8934	74	10794
4666	44	10090
13651	40	12349
8796	54	3559
1266	79	8009
6442	28	3361
13985	231	11214
5933	5	11188
8135	94	6974
3073	94	3188
8324	190	11690
8188	54	14844
9799	40	14132
14623	3	3742
6044	190	14625
6627	130	1470
12807	96	8924
11292	190	13534
14492	131	620
14028	234	9770
4600	105	3330
6971	215	3325
14775	129	8257
254	206	3325
10452	190	12764
2696	205	12393
1492	211	9369
10329	112	10914
354	116	2344
5511	198	1972
681	230	12245
7773	170	470
14253	54	2927
3831	94	4485
5723	75	10534
8016	190	13534
10804	130	12126
12471	124	3325
6856	231	6006
7555	135	11057
14487	112	14725
6602	75	468
6471	94	125
5590	45	5210
10642	3	9639
2836	100	1042
3198	89	10235
9987	143	1483
12942	40	2713
5938	31	12071
8939	19	2313
8963	140	7338
12216	154	3983
315	140	10861
6525	231	10545
9859	116	12443
10375	54	12423
9888	143	5590
5590	45	1393
2983	72	13946
7015	157	12622
9371	62	4861
2802	104	14926
5049	54	14777
2934	202	612
7239	184	14292
11473	94	256
8081	75	8735
10121	61	2119
9641	9	6083
10334	188	7201
2881	41	1709
6608	223	13500
13103	146	9195
5241	231	4324
5767	94	12537
7616	184	438
354	9	12656
9908	0	6547
7859	209	6030
3625	55	4676
7919	140	10861
7313	54	7701
10095	140	12231
12375	9	4415
10243	100	7486
14065	89	12805
624	5	9931
12843	28	11814
8386	31	8137
533	71	13088
5510	9	7348
9540	94	4796
14067	139	10106
7194	9	9035
14465	4	1878
14837	229	13013
14069	54	12306
1831	100	5245
14132	89	8622
2031	78	7329
1322	148	12223
13144	192	10963
9666	75	8107
1852	4	170
9425	140	552
14218	94	8124
3064	231	10170
3321	130	8403
13884	143	5590
6856	231	8329
6183	190	1731
14025	184	5769
6981	193	2915
4232	61	2119
2377	139	8462
10	79	5173
1564	94	14056
1404	4	8879
7970	94	12730
12685	197	14326
9759	200	7221
12730	94	9307
4224	213	1521
14852	104	733
13447	231	7397
1384	119	13501
6632	89	8205
9169	9	4415
637	224	13365
12526	127	9611
10726	234	8837
4647	29	7544
4716	48	4716
553	209	8367
9352	89	14631
7462	24	733
5903	213	8583
14869	104	14920
11745	46	7347
12767	190	5241
1414	190	2668
10796	124	3325
2335	57	6856
5472	52	7123
4451	75	5802
5293	9	6083
2150	190	13552
7117	74	612
6985	193	13814
8491	64	2405
12265	190	5027
7929	201	5521
5376	5	12221
13112	190	11608
13694	59	6652
2809	167	2006
1874	209	7511
10500	190	5590
8110	201	12443
447	94	8655
14731	61	4746
4834	94	1242
1926	4	2604
3787	16	2505
12056	190	2331
4609	25	1702
5942	140	7374
13194	148	12223
6856	231	1398
6324	201	2536
1732	190	3911
1713	190	3443
7607	143	6856
11608	47	4207
9196	152	11022
3083	184	284
8850	30	7479
8027	140	9972
3650	151	8549
14500	9	4415
2565	172	12804
8797	151	8549
11741	75	13207
9702	170	470
4271	226	4271
10413	94	13554
3744	74	12186
12511	190	5590
5163	100	11701
14037	170	470
5181	8	8621
6798	131	1057
9379	198	1972
6727	36	6145
2145	9	7337
3467	4	14564
12175	75	8605
6981	62	6515
13782	190	12633
2177	94	8626
1045	189	6768
4143	78	3341
10792	81	6577
11496	9	4
2536	224	637
13534	172	8490
3538	112	11722
9517	94	303
14011	18	8269
13708	190	715
8602	131	8001
13198	139	12419
7610	223	10877
1481	75	8188
14144	18	8269
5759	5	5476
5094	116	12443
5244	75	9705
14107	31	1667
10300	73	11276
13915	18	8269
3602	164	5590
4643	139	8290
5358	234	6458
6305	213	12577
14382	202	12186
5239	223	6106
13679	188	955
9554	9	5038
12531	112	5402
7934	116	9371
1309	209	13974
6019	5	3552
12810	89	6926
10173	18	8269
7805	184	13686
13694	154	10673
8406	94	842
825	211	12538
12683	225	12890
7245	198	947
3024	116	5358
7962	71	13088
1261	104	14926
9393	195	4259
4482	143	5590
5938	209	14163
5381	190	8718
8049	94	10178
13515	147	11620
9548	73	2761
6856	205	12714
13694	59	10010
6059	95	12405
12096	9	10359
3985	175	1288
13103	76	7813
4156	186	1356
3292	32	6184
10387	143	5590
8372	51	7794
3297	140	6979
8994	61	6547
8429	140	12231
10313	31	9517
12878	18	8269
14794	5	911
2845	179	702
4476	94	13004
12428	206	3325
1092	97	4300
840	74	14162
14118	167	1266
11740	94	3533
2054	149	13735
9706	200	13534
12655	8	11527
6713	201	7711
6810	18	8269
10693	52	2833
4360	75	5740
7434	127	3560
6406	175	7970
12249	62	6068
2268	8	198
10301	69	3064
1470	62	4808
5462	18	8269
8122	231	12008
8855	234	3631
7571	0	6547
13694	25	3874
89	170	470
13531	221	3070
12847	54	7757
12853	5	3538
2993	4	5246
12038	143	6856
4029	101	9329
4460	9	294
13337	94	14893
11656	231	2665
12455	221	12290
12190	143	5590
8403	193	4464
5486	167	5772
11625	83	6882
2410	9	9035
3630	89	1956
4594	81	1958
6727	36	11621
2415	227	5501
7101	231	11026
7721	4	10281
6856	231	14458
8720	198	7969
11258	89	170
7106	70	4949
5341	190	2696
182	197	14326
11487	5	13782
5959	197	14326
14586	75	8448
8240	61	2119
13549	9	6872
2955	116	8647
9974	40	65
12194	135	9572
14065	31	8179
4502	184	6202
1327	75	8107
3845	79	14434
7701	31	2936
5668	89	7510
11259	119	13417
3044	211	3164
7197	54	2927
12211	140	7004
8765	69	14214
6985	201	1470
7166	139	14754
2269	4	4446
8383	94	12445
2787	175	8023
14592	75	14443
11265	136	3457
12312	54	6976
3500	190	715
2263	190	6856
11315	157	795
3559	209	10303
6189	139	14222
7890	193	8678
8867	54	10332
3617	89	14692
1369	210	14702
4863	47	4207
7417	111	4037
3954	0	7555
8376	9	4
7316	60	7749
11398	131	5071
1026	75	205
3382	18	8269
10644	231	11723
6736	167	6197
4208	31	13780
7277	100	8845
2086	9	4
315	133	9157
3291	9	12182
9133	125	9962
1260	143	1483
6922	95	8627
4928	231	12720
3955	4	6736
6324	201	5521
13929	209	6030
8059	190	424
13102	40	14132
12382	71	13088
7352	231	14080
3708	144	4172
11259	202	4518
5938	209	11443
13863	94	1420
12959	75	8919
2565	172	4871
2953	7	3325
155	28	4358
1150	54	6646
3533	94	12089
901	198	1972
2969	140	12133
5212	71	13088
10615	96	10032
5590	231	7055
5049	4	4895
10974	167	1266
12658	184	4358
10550	140	8785
7338	172	1932
942	94	5249
5642	213	9067
12082	116	11903
12213	140	12183
5332	46	14897
6431	46	5605
14452	119	7896
9851	94	6512
9738	54	10101
8026	0	2119
9974	104	14920
3039	34	10156
4741	62	7141
2119	135	6332
5178	141	8866
4682	1	11813
2802	140	12329
470	160	5804
13475	9	9035
9824	172	9137
9623	88	9182
9889	48	9889
10226	4	2094
4884	175	6217
7332	127	1600
3084	79	8180
14649	54	12423
2992	54	4372
10463	211	11110
10953	173	8933
5002	225	10902
10703	190	5590
3994	89	3883
3198	89	2969
3452	9	4
7228	5	14684
2	4	7488
11255	31	6626
862	75	8021
5652	170	4943
1475	138	8246
12537	4	2500
1535	9	6872
888	169	184
8112	75	13949
6046	172	2731
6229	56	10029
13394	28	4126
4525	62	11211
202	24	14920
9511	79	478
9817	112	10505
3505	61	2119
8608	223	6256
1568	112	11474
11892	159	7656
14793	227	82
4278	54	14704
9804	75	9851
14065	89	12473
1706	190	14625
14348	54	7706
8654	129	7839
14718	25	2828
9357	4	9950
8510	6	7788
3696	79	4997
5174	190	12084
10066	94	12387
6483	190	5072
1223	61	4746
1517	31	12402
11544	142	3325
6361	26	9700
10043	200	5590
6819	139	4353
7462	94	8001
5420	9	5011
12764	205	7529
11537	198	5305
1	5	1261
1909	54	8511
6781	214	14059
2193	54	13254
7476	5	1846
5052	129	12158
9569	54	9352
1870	9	10359
10634	4	3159
9116	9	3453
7452	89	11135
5358	193	8526
13245	211	12882
11194	89	4471
10404	75	14218
11127	94	1087
14523	139	3737
11875	81	13642
1684	190	8272
1705	94	3073
13396	3	568
8014	30	7997
4165	231	8760
7762	198	10152
6483	40	8511
10869	99	9633
4643	139	10144
12729	62	13981
11552	61	7555
5240	89	10985
2512	24	733
1969	28	7528
5045	48	5045
3568	206	13017
301	184	3064
13779	109	9081
2765	5	11644
11801	51	1674
10347	5	8246
2245	94	8739
9919	124	3325
11892	75	4927
8164	148	12223
8793	94	875
7308	9	6083
6783	170	470
6820	112	10139
4319	9	14398
14658	143	6856
3198	209	2981
11208	190	8681
1981	28	7385
10491	231	12989
8230	139	6598
183	35	7598
11411	172	5937
10659	135	5811
12241	9	7348
480	221	1937
11552	0	6547
14285	54	12513
11402	28	7067
10642	3	11839
9427	210	1830
10357	54	134
6080	18	8269
2565	172	597
8213	4	6793
14938	54	8511
13355	54	7701
303	5	60
6621	139	1720
7422	131	9896
3208	142	3325
10629	112	10247
4219	79	5328
14450	190	14625
3064	55	7794
13694	59	3688
5375	81	419
12654	89	12500
9904	80	6100
336	75	11127
12731	4	9599
4744	224	5358
1533	55	5800
10628	190	3081
9885	140	12183
3196	143	5590
4842	190	11690
8377	131	14848
2633	206	3325
2344	234	8403
1231	140	2763
4733	201	1470
4368	209	8602
7105	94	14936
8997	60	14126
821	41	9985
13513	71	13088
9669	135	14174
2792	94	2196
3728	54	3405
5095	139	2874
3294	29	9329
4151	104	733
13886	94	754
5105	112	2368
7277	100	5085
6362	170	470
5542	104	14926
9888	54	7701
10346	131	6134
5953	5	6644
14328	133	7659
9190	184	8621
11567	97	3506
12950	71	13088
14498	170	470
3884	198	13262
3081	47	4207
5012	4	4297
8560	198	4423
10956	0	4746
545	197	14274
12729	201	10592
13045	35	5875
12230	213	12607
6131	5	12520
2124	4	10199
1506	233	13534
10757	200	5590
2249	4	14450
9248	75	12653
11194	89	14537
11194	89	9271
4616	183	14162
12774	89	4745
7779	172	2129
7949	114	4190
1230	28	10902
6856	172	3680
2569	75	7961
6345	94	14348
5878	71	13088
14382	74	612
14179	131	3549
13441	198	7969
11033	94	3449
14865	235	6726
6976	89	7698
13273	235	2890
2094	133	4792
9692	5	1885
8520	54	1313
8621	52	428
11436	94	14587
10723	175	14834
8130	190	5590
7221	45	12160
8360	143	12937
6941	54	11255
8387	135	7024
6780	81	3737
3101	109	9081
590	190	5269
10901	198	220
10003	167	2821
5004	201	8199
638	18	8269
4797	4	4246
935	211	13268
14440	104	8357
12404	197	14326
13346	100	13124
5630	4	14828
9427	210	7940
6030	131	3183
11255	31	5638
968	221	12568
14443	75	1552
1559	119	2262
2545	94	10914
13051	198	11005
329	54	6976
6340	31	3793
1962	9	3453
7637	89	4392
14521	143	1483
3966	131	11334
6100	223	6809
5590	231	5975
14303	190	6856
4138	18	8269
12027	78	11047
9548	54	11416
512	81	9494
9197	50	6526
13092	74	12186
1483	45	12418
2232	94	4797
302	114	8684
12311	225	10933
2708	201	11665
2565	172	219
14166	71	13088
11219	209	6899
5979	200	10877
4765	209	13974
11416	209	4389
3623	5	14270
5977	71	13088
9056	4	5629
3486	71	13088
2356	131	3764
5910	89	13492
5676	54	3405
10430	9	12891
4314	94	4323
10243	100	6319
13509	22	3992
1788	168	2312
7873	41	8067
9379	190	3457
5174	190	6949
4343	54	4380
12253	211	271
3923	81	7145
14308	206	6410
10424	131	9701
14210	135	7024
2129	140	7779
14859	175	13266
3197	139	3017
7384	40	7744
6065	224	8403
7444	52	434
2692	129	14551
13005	31	2865
6284	51	1376
13386	18	8269
2737	149	10387
3052	94	3896
476	9	10423
5345	223	5213
2086	9	4415
6547	135	10468
375	9	6083
566	147	6242
14610	66	9215
3785	75	6131
2368	184	8621
1605	32	8682
7036	61	4746
2242	143	1483
5355	112	5759
6900	54	4684
9945	75	13925
14289	211	7483
10695	4	60
6808	9	3453
5264	172	8281
8749	96	13832
10390	129	12411
9843	46	12856
11004	71	13088
2048	131	4282
13334	54	7757
6981	201	6462
395	69	13447
11228	81	13404
14872	11	372
12446	75	6181
9008	49	6713
13525	192	3857
7564	235	10090
7300	234	5904
2409	178	12186
13506	79	5842
12808	221	6625
2194	223	9992
9560	4	8355
3311	54	1313
4389	131	4312
2486	54	10203
12691	96	10889
1575	209	6798
14154	89	5476
10854	151	8549
7277	100	10729
9922	4	11424
4746	135	2303
10244	222	4149
13444	61	7555
10651	94	11966
13337	5	1235
1478	172	10854
3004	95	2880
14085	198	1972
12157	40	6007
13342	83	9725
12910	5	7833
2146	76	1788
4214	9	10241
10673	47	8935
14149	140	10861
7632	190	10673
859	101	9329
12152	94	3252
12230	213	8407
6547	135	66
13421	115	6254
11065	75	13637
6061	59	4884
4410	140	9009
620	9	3453
14488	9	5011
9100	129	14663
11450	222	14388
6994	124	3325
7221	76	4019
8179	54	12810
3559	89	6475
8388	75	4295
5823	94	8115
13169	89	11742
11231	234	963
1552	75	1026
9673	31	6724
6862	0	7555
13204	89	6182
226	83	6325
5347	4	6096
14540	28	4358
1179	9	6872
7297	5	4317
4505	112	6513
6620	226	6620
14380	230	12245
14149	222	7011
14847	125	6856
6780	81	11179
2461	89	14168
4697	139	4859
11816	175	12479
10340	119	13660
3655	94	1761
4119	140	7374
10026	200	13103
12186	219	4518
949	208	7419
3998	139	7370
11835	184	6635
6705	86	7966
14486	94	7406
11293	73	12391
213	151	8549
1987	102	8267
12892	216	12892
14065	31	12981
1973	112	12599
6434	112	6647
7170	195	9900
7555	135	979
1379	209	2051
14933	76	989
6547	135	8095
5910	89	503
14113	225	14578
5125	143	5590
3223	127	9952
11525	61	2119
14563	139	4656
12399	24	733
11231	201	8647
596	222	3951
3986	192	6692
4652	54	10817
8697	112	1064
9096	231	5245
4455	40	838
10727	9	5943
2810	54	6185
5910	31	359
14858	154	1066
7221	231	7556
12274	54	9382
860	4	1281
3163	234	2886
8991	94	4204
3402	133	8964
182	133	11704
11443	131	7710
12711	200	6856
10470	231	10337
9237	67	10438
4911	198	1736
1187	184	11257
12852	140	7808
9318	94	7423
11614	31	14260
12531	190	5241
7919	167	3301
3667	9	3453
2754	172	4066
1585	64	14644
14440	190	13834
2221	175	14806
14613	104	14920
5956	175	12850
2793	71	14764
7635	198	5305
13169	89	6926
12104	89	9825
10773	139	11303
7902	54	4921
405	225	4228
10980	76	12011
10873	119	9294
11219	89	3719
2257	4	11166
2952	104	8882
4072	0	4746
7268	198	5305
6620	32	5057
5220	39	12631
13496	140	10429
14779	213	12571
11985	190	763
8795	8	4358
4018	131	12481
2480	19	2313
11983	54	1987
3559	89	7179
2119	135	3275
2344	193	12744
14452	119	11854
9753	31	14189
503	157	12010
8387	135	3277
10710	210	11111
12793	43	5590
2682	67	2739
1496	75	7026
3467	54	14438
10696	31	9696
9106	54	1341
1178	170	470
9184	81	7630
8234	140	14421
1197	18	8269
11509	139	9738
9916	94	713
2241	94	11417
3178	4	4530
3071	94	8299
12249	234	5521
14652	190	7221
1686	71	14764
14152	225	7450
1147	136	12937
14796	60	2508
8879	140	12329
11564	54	7701
6025	170	470
4212	190	2331
6833	75	2690
4994	133	8641
9555	31	1377
10567	54	5115
9330	4	5331
13792	105	584
4243	179	7648
2836	100	13417
3181	194	515
530	135	11248
12377	54	9475
8188	54	8424
6976	89	2427
8897	4	3787
10343	94	14619
10103	24	733
6834	103	7111
10003	197	14326
2534	54	1656
9165	225	6971
11821	94	8327
8541	54	14438
2204	192	12786
543	51	6341
14395	201	8403
13694	59	14771
5521	201	6981
8403	201	11903
7156	184	198
11911	9	6872
9656	54	129
2444	190	11608
4842	167	10
73	89	9078
3975	116	8837
13660	221	10840
1136	54	10872
5178	196	4343
14004	20	11357
3618	106	3325
14168	190	4535
7958	211	773
3223	127	156
9194	184	3435
12696	40	3198
3930	198	7969
6984	18	8269
14367	94	10906
10020	222	11204
14314	61	7555
13383	201	4744
2698	48	2698
8107	184	8092
2475	231	2789
935	211	4187
3374	4	6818
6193	190	13829
13410	80	2130
20	74	8387
3743	231	3140
2493	31	1938
7919	198	1972
3800	100	1762
12251	94	1793
4026	112	13351
4547	200	5590
10114	143	5590
12772	190	13472
612	135	20
9825	112	3390
4454	51	1674
12082	116	5358
8432	89	14126
10148	77	12511
2708	201	4744
3366	222	13671
6582	231	371
6089	75	9307
6789	75	8479
4339	157	12094
3405	31	11674
5518	9	14316
7881	112	3036
4777	75	10844
9918	19	2313
6484	139	14348
7555	135	8485
11652	227	6102
5163	33	14060
12887	75	7961
8483	71	13088
6856	76	6067
3064	55	1405
2863	97	2407
14419	190	5330
5319	234	8647
2062	190	8939
1967	163	6781
9191	13	3893
3062	71	14764
13346	100	25
11752	9	294
7677	107	13636
13012	9	14398
8262	0	7555
10959	31	5618
4792	54	10959
7862	18	8269
2692	38	5590
10569	9	12026
7001	71	13088
13110	51	3108
12228	190	2331
14271	84	13539
3015	61	4746
4808	94	14917
4748	140	147
12329	172	2062
1657	3	7582
13909	209	2383
8575	54	11569
11219	209	6064
4200	143	4688
4285	143	1483
2865	4	407
12444	89	877
12714	168	6100
14581	97	2407
4510	210	11355
5722	198	1972
9634	54	3559
13980	5	5573
7782	71	13088
9665	4	10224
3476	54	1416
5938	89	5961
5936	139	8108
390	94	12312
12729	234	2603
10227	94	14198
11877	94	12208
9001	225	1252
6574	94	8288
11864	5	11993
11007	94	12156
7799	7	3325
2565	172	10373
13956	184	11155
7890	62	3024
13786	174	5590
2356	46	13786
13194	126	9925
14595	4	3355
9371	62	4982
5569	80	5239
8668	140	8785
1784	209	172
11265	168	13312
211	140	8394
5670	143	5590
3052	4	9622
5759	79	10598
5345	223	13318
7406	4	6669
9673	102	12627
9547	100	9016
14029	135	7024
10072	9	294
13319	94	12277
8034	62	9971
5195	190	5590
14166	211	7615
3548	18	8269
1011	55	5589
11219	89	12530
6096	18	8269
10363	89	8493
11014	89	3997
14165	94	11417
4350	9	4
6727	100	8534
4431	172	6641
9812	5	6964
12959	75	6855
3207	61	2119
13347	49	5358
4343	54	2493
6044	197	14326
11895	190	13985
14431	116	1171
6981	62	14773
13120	127	14671
11382	190	5590
659	94	14200
6971	217	14199
4638	54	5938
1713	190	715
12762	4	1245
12170	9	294
1478	172	7084
